governorId,type,address,name
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1a13C53d516f6E8321e9903F224861e74BBD7AA0,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xEFF506a32B55D5c19847c1a4F8510c00280c27E5,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x3571D58d9bDcc918772B7f6c41b05dEa1A5E2175,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xB7771f70633C7E54E61Dd38D01c26DA0e86bE1a5,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x535b3ddD9939056cB6d74D1253Ae1A4Adf5d723A,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x5d8908aFEE1DF9f7f0830105f8BE828F97Ce9e68,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x7AE109A63ff4DC852e063a673b40BED85D22E585,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xdC1F98682F4F8a5c6d54F345F448437b83f5E432,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xed11e5eA95a5A3440fbAadc4CC404C56D0a5bb04,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xB49f8b8613bE240213C1827e2E576044fFEC7948,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xaA78e23648A56022A32D3Ee63a99DD3152F32CbE,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xF8b9c088b942AE37ff61d8C82e6b5661AA94E40a,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x2422172B156BB9De09d8dc7be040c9ed6330c4cc,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x212BAf65228fe03674Da0EFb88cAc7EADB276DB5,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x590f636a0E62A1D72eE78a292134eF82fdB5D954,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x66Aa8Bee5366b6b48811AE0Dac9Fe5e1EEfE1621,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xa6e8772af29b29B9202a073f8E36f447689BEef6,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x7e4A8391C728fEd9069B2962699AB416628B19Fa,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x458cEec48586a85fCFEb4A179706656eE321730E,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xB908Bc433cDa637842aCA2a0C8EA9A9f1A686a63,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x61c8D4e4BE6477Bb49791540Ff297Ef30Eaa01c2,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x858A55605240960A1eFA0C58023c3FB843A9Fd35,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xCf094e705558D0Ea1D89e26a0D17fe3E5374aB79,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x016f70a2E6183e73E63Fc751161934df8c6DcA5C,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x32b8B761C038b030A402AB7d5536b4cddA6dbA9f,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xaA73Cc17b6cAe8ea3BE9Cec5040C4101ad85F02c,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xb61Bf2Ef798b9d011349a22Be79902Dfcafb2b9c,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x6fE59D6EcdEc312937dc9aD055884D38F0c0eBf7,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x47c3F28BBFe5FA32514a771Af803eFB41883BCe5,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xf63Ec662753B88c3634AE276ba4eA28D681478C8,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x24b4D989468941737337B62CFCf2edce221D2dc2,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x6554Fa8168063a3999e1d085ac46d26631F91EA3,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xA13a5a31b891F3DA7074b740B694769BD0f1bb23,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x78fe5DEaF34E47A00081b4e141c7b3F16d83a7e3,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xa5c5386c5d722f7E5807850072835030A66D2DD6,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xf3A18a9eF960CC5280B778040E0CC105490e4285,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1744195F6422C2e8c5Be6781a7e4Ea6b85e7091f,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x16B59be801955154F34A576D607db28753b68964,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x147f4825f13fEC7dc7Ddc9C7903af3eC951aE1e9,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xa7e99cFbf92C1fD57Ee572d7403Ca7695759d49C,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x644D1baf0166A97BFbc1d9cA042A62F388999CaE,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x3bf3f7519083C11aCf260F68038950c3A6B758Ef,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xb2b90B04602726f02f2eBEA9c39C8456626fa813,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x7eD52863829AB99354F3a0503A622e82AcD5F7d3,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x5B3bFfC0bcF8D4cAEC873fDcF719F60725767c98,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x47701463eE3a42fb87D24746Fb9D8b70f06E6E3A,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xCF104BE91b812330624eBA7278811Bbe1604F52F,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xCF0FA79c915F12592c352FFe35000fda5c96a158,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xE093F6F2Fc8e9a64285f4ed795b75E6Fd28649f8,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x274d9E726844AB52E351e8F1272e7fc3f58B7E5F,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x45628522C38096959FDB07EC6B51d0e158685E24,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x80D63799b1e08a80f73FB7a83264b5c31600bF3a,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x068Ed46488D8A7Fad16a91a9a352C6B76BaABCF4,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x18Bc254C9b510Ab175c284dBd7947d4D50E6e056,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x159DDA55aB7b74C13Be4e1616c276d87B387D630,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xf94e5Cdf41247E268d4847C30A0DC2893B33e85d,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xB9c28103190bBAdd78DA021629D4Ba2d46422129,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xD3e9D60e4E4De615124D5239219F32946d10151D,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xeD2A92B65b1A489db637a0cD9f2a4bb80367aeAF,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xaB339ae6eab3C3CF4f5885E56F7B49391a01DDA6,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xb05dd2c38a9170D16291A1Fe7fC8F05634420e33,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xA7F63376169ccC087EB1160E62ceCcB146C1d555,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xEA95cfB5Dd624F43775b372db0ED2D8d0073E91C,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1E4942b1a4FAB51EC950e5CCCc957497b37D1103,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x4cdC4f412355F296C2cf261210Cc9274404E442b,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1d933Fd71FF07E69f066d50B39a7C34EB3b69F05,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x8d3808B4e8EC725DC283391196Ac5109C60b945e,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x47A127f496d001f187Ac65FC24852274Dc51D080,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x5197B5b062288Bbf29008C92B08010a92Dd677CD,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x866Da9C1E82E1541eDA8fAF0c31dAe3A43bd2aE1,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x9C88bD71A2E5792ECDc5821A9Aa427933C0Fc029,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xcF5DebAb1637734f631e5F737e03C858C21C0c63,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x6eCDeFB2E55D27E1b6Fe33B1470992F56bE067C4,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1994b59E02Cd0d09D839b03660C205e88a929b81,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x80855F07D264c5A4803ae33Fde8C47A57F4c38bd,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xB62Ea9D95e85C5c3727A130302a0E27abFa07dE9,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x8CCb8c85c06d3aBCb758B84012830A5265D6c9F5,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x46abFE1C972fCa43766d6aD70E1c1Df72F4Bb4d1,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x247909fbb47082D319A4D93562AeEDc261e08783,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x9Eaf6A9Ecb0f84049a3a01B7274F81c273914568,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x7b23E38fbD0e677a1d1f72FE29a1aeA9Fd83adE8,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x8e4823444c3613a56895857BE1692CCBC570B1e9,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x74359c0B7974998cB3DFB920665519ccFA5A734f,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x2D407dDb06311396fE14D4b49da5F0471447d45C,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x0ae2b017fea73623942698084C6A5339Ed204281,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xA067d04f781b86135Ca8EbA08e71dCF828d8227B,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xdd87d879ea614047EC3935ceb8d69F17873d4FF2,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x314C0695273Ba259Bb60074f2C92c67AC7ae6D40,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x6c34cFEA4870289198608460Be23B82fB71144aa,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1Dd49FD8f79fFa7d6d44fE75801F5E463Bd4bC59,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x01eABAa6B6776f569Cf5cc85C71EEC096c795779,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xC1894e6a52c4C7Ac5b2e0b25583Ea48bf45DA14a,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1492004547FF0eFd778CC2c14E794B26B4701105,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xbE54dA67c7Fe425Cc09DCB20DC939D772b7E22D3,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x03e2c10B74A260F46ab5CF881938C5888a6142dF,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x4B1b09E524C41231466C6926C3e0b495810AD6b4,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x08D8732aFfFFf1a852a90589E7B0477Ca0B7Aa18,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x41c9EF332b30C85b85B90455013EeeD387e70c04,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x43Bf4975aA6EA83A59696b0FcBCe694774891C3a,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xB72eD8401892466Ea8aF528C1af1d0524bc5e105,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x05915BBCA6fb21F6fe8E314341D27B340049D1F1,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x7F6FdB7FaC06f121F3640174895B3bB18e62e9D7,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xB3aB6FF26c0d3fe2AbBf3eE938C94aE35eA8294B,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x5E3ee1dc8cBBF45ac45614608c5dE85505cE7c06,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x139Bb96B05f21105B565FE2F342E98dC1D13Fb16,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xC8E16a7EFAa592786985dFA0f1B2c77a200eD8fa,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x2eac22179b82eBC63c94a47A321C7d1C5d4c785C,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x749fE0d475e67D3EBC9ae5C495A7E2F64802Af9c,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xBC1796B4d9D112De8CF29849EE3e732FFD27d4d8,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x0be0eCC301a1c0175f07A66243cfF628c24DB852,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xE7b68e282dfCE12b21dcA8fAa8F50278818A9123,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x4d36fCC762f773dCC53F072f0B4C3F693BB8a7ce,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x00000583Cf2C6aA7488471fbe12ac7f0DfeB1cDa,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x895A0aF96B6A9e5F7C7CCAf69f9f432768e3052F,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x26607aC599266b21d13c7aCF7942c7701a8b699c,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x85aAfbdaabe8d841b355D5967f63087517473545,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1f2bED6120ec9Ff4104F4D9ba9a8FD8Bee5103F3,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x367f62F022E0c8236d664fBA35b594591270Dafb,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x0Bebe2165De412E7925Ab8352E36f3B0493dD3b9,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xD2A78Bb82389D30075144d17E782964918999F7f,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x519bBaef1042CC8f5Cb951005bf8443b3513D060,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x84bb5196F0085D61a7C9AC5B903a26D7f009aC13,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x48A9789428F2067338D02B1EF3612DF64F05FeB7,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x894454ecc032D50E12C5a9164B79C39A237DF8C6,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x3E95fEF1176acF5e5d2EF67D9C856E4ECAc73E1F,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xdc5F094B02F03795A342Da297b4D4fed410D7b95,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xC3FdAdbAe46798CD8762185A09C5b672A7aA36Bb,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x86C62a0DD8690fa2Ba6e3E3D9A18D021dBd2565A,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x6B8Dc709D1A2231f2889b461A9EC605B16EBfB31,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x7117fb4E85286c159EFa691a7699587Ccd01E26E,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x260CE905725a52c1846B1f523397aa931325a251,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x79C4213a328E3B4F1D87b4953C14759399dB25E2,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x0a86Ce0dF517B6014A0D4755C3bcEb3C7e7d9A18,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xe63E2CDd24695464C015b2f5ef723Ce17e96886B,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xEdEE9C45ACb534D9f63665706712ad7d7C76E05D,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xdF0259238271427C469ABC18A2CB3047d5c12466,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xA91653189f2f9e19271447EF91105a950a3f8981,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xBE6e8b65853b74CA929E32525908d56F82219018,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x35A94822F1E9D5009FB1917DE7d58D2403e20D9c,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xd116D67059926aeDf047217AE26c362676b54A52,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x5bf1d533aD8b788686a1D88553c40C96505b376F,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0xf6Bc47E36B7Dd79d21a006470b20A156308E45eb,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x1aa7c2a1E6E0c4981D77b96aB985b161bb7729b9,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x3b499Ac151097Dc9d32E056074E1e541a1ba9e2D,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x2BF063401290b88B67e6AaD60f59dAe4A3739B04,Uniswap
eip155:1:0x408ED6354d4973f66138C91495F2f2FCbd8724C3,GOVERNORBRAVO,0x653d63E4F2D7112a19f5Eb993890a3F27b48aDa5,Uniswap
