address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16080239,7032870552418455223363953,7032870771683388410807311,219264933187443358,0xDFee880b5c02559519CC3BF10D858E30375F4408,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16082064,7032870771683388410807311,7032865771683388410807311,-5000000000000000000,0x2c6b0936088C79dc747F0FAf7F2D951Eb725ac0D,0x8962285fAac45a7CBc75380c484523Bb7c32d429,0x2c6b0936088C79dc747F0FAf7F2D951Eb725ac0D,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16088834,7032865771683388410807311,7032866659927726720385599,888244338309578288,,,,0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801,0x6798f75bbc9680b33b9D0660C65F8732a9369cC5
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16088842,7032866659927726720385599,7032866793164304312969428,133236577592583829,,,,0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801,0x6798f75bbc9680b33b9D0660C65F8732a9369cC5
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16224977,7032866793164304312969428,7032866987160734170162228,193996429857192800,,,,0xAF0B0000f0210D0f421F0009C72406703B50506B,0x6798f75bbc9680b33b9D0660C65F8732a9369cC5
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16225013,7032866987160734170162228,7032865987160734170162228,-1000000000000000000,,,,0x6798f75bbc9680b33b9D0660C65F8732a9369cC5,0xAF0B0000f0210D0f421F0009C72406703B50506B
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16484577,7032865987160734170162228,7032880253179745297065228,14266019011126903000,0xa434eB11BEBA2b86F92d7B8b3f2174C8e8ac2891,0xa434eB11BEBA2b86F92d7B8b3f2174C8e8ac2891,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16810134,7032880253179745297065228,7032880521264591185365952,268084845888300724,,,,0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801,0x34F9C0B11e67d72AD65C41Ff90A6989846f28c22
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16818585,7032880521264591185365952,7032866255245580058462952,-14266019011126903000,0xa434eB11BEBA2b86F92d7B8b3f2174C8e8ac2891,0x8962285fAac45a7CBc75380c484523Bb7c32d429,0x8E4ED221fa034245F14205f781E0b13C5bd6a42E,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16889573,7032866255245580058462952,7032865985160734170162228,-270084845888300724,0x34F9C0B11e67d72AD65C41Ff90A6989846f28c22,0x8962285fAac45a7CBc75380c484523Bb7c32d429,0x34F9C0B11e67d72AD65C41Ff90A6989846f28c22,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16896917,7032865985160734170162228,7032867224013304170162228,1238852570000000000,0xa5f146cBd3eE13F482315dD0F873c2bFbBc5F2C4,0xa5f146cBd3eE13F482315dD0F873c2bFbBc5F2C4,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16902123,7032867224013304170162228,7032868326675849759205537,1102662545589043309,0x58F2EB3E89ff08EB14451a8f5d6f268f88888888,0x58F2EB3E89ff08EB14451a8f5d6f268f88888888,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16905734,7032868326675849759205537,7033096549222399759205537,228222546550000000000,0xff7Dc4Cf621a15ef05613a59EEaa90bf741F4dcc,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16916759,7033096549222399759205537,7033100789222399759205537,4240000000000000000,0x4c9c89f1b7060e15315b38696BAE47efD0121FeB,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16916824,7033100789222399759205537,7033105029222399759205537,4240000000000000000,0xCf47bA476706DF683eCEB5b5C72b85842d0B5b99,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16922410,7033105029222399759205537,7033106029222399759205537,1000000000000000000,0x29CE7699bF63fa78F7f2415eeec5f5b6E2895D7C,0x29CE7699bF63fa78F7f2415eeec5f5b6E2895D7C,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16922416,7033106029222399759205537,7033105029222399759205537,-1000000000000000000,0x29CE7699bF63fa78F7f2415eeec5f5b6E2895D7C,0x8962285fAac45a7CBc75380c484523Bb7c32d429,0x5d8908aFEE1DF9f7f0830105f8BE828F97Ce9e68,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16955753,7033105029222399759205537,7033106031306876690783062,1002084476931577525,0xe23B596E2beC993C84234bdB5DfB131899e8D688,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16968163,7033106031306876690783062,7033245416266876690783062,139384960000000000000,0x1C8dBe89479c8b2e55a921Be0038F16638a52b49,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16988180,7033245416266876690783062,7033255416266876690783062,10000000000000000000,,,,0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801,0x6798f75bbc9680b33b9D0660C65F8732a9369cC5
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,16996053,7033255416266876690783062,7033245176004811432805509,-10240262065257977553,0x6798f75bbc9680b33b9D0660C65F8732a9369cC5,0x8962285fAac45a7CBc75380c484523Bb7c32d429,0x6798f75bbc9680b33b9D0660C65F8732a9369cC5,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,17010068,7033245176004811432805509,7033245207740553538715745,31735742105910236,0xfD184AFc32fF42f36908B3bf2C8421EA09eb6F06,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,17017932,7033245207740553538715745,7033240967740553538715745,-4240000000000000000,0x4c9c89f1b7060e15315b38696BAE47efD0121FeB,0x8962285fAac45a7CBc75380c484523Bb7c32d429,0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,17017937,7033240967740553538715745,7033236727740553538715745,-4240000000000000000,0xCf47bA476706DF683eCEB5b5C72b85842d0B5b99,0x8962285fAac45a7CBc75380c484523Bb7c32d429,0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,17040516,7033236727740553538715745,7033237727740553538715745,1000000000000000000,0xb0806C1FAaa06F6D402e3121141b3fF429b3A107,0xb0806C1FAaa06F6D402e3121141b3fF429b3A107,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,17050143,7033237727740553538715745,7033239798581485433544893,2070840931894829148,0x95F34cc4C0f50D26d7a213D636805139B757dF3f,0x0000000000000000000000000000000000000000,0x8962285fAac45a7CBc75380c484523Bb7c32d429,,
0x8962285fAac45a7CBc75380c484523Bb7c32d429,7033011576034935433544893,0,17177245,7033239798581485433544893,7033011576034935433544893,-228222546550000000000,,,,0xff7Dc4Cf621a15ef05613a59EEaa90bf741F4dcc,0xf4d682F48Af9bec0204435Ba728fe106BD2e8135
