address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,13508005,0,5000000000000000000000000,5000000000000000000000000,0x7f256695627c44e423139ec172393ecDc8A3De24,0x6626593C237f530D15aE9980A95ef938Ac15c35c,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15529636,5000000000000000000000000,5999999000000000000000000,999999000000000000000000,0xDb305AEFd04fDD47CF9D6B88902714855684D531,0x1994b59E02Cd0d09D839b03660C205e88a929b81,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15529668,5999999000000000000000000,5000000000000000000000000,-999999000000000000000000,0xDb305AEFd04fDD47CF9D6B88902714855684D531,0x683a4F9915D6216f73d6Df50151725036bD26C02,0x13BDaE8c5F0fC40231F0E6A4ad70196F59138548,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15529696,5000000000000000000000000,7500001000000000000000000,2500001000000000000000000,0xb93B36F305464761ABDbd01D7731D4BA496Fb6Fb,0x6626593C237f530D15aE9980A95ef938Ac15c35c,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15534530,7500001000000000000000000,7500862268573644654773062,861268573644654773062,0x5772ACba5A09bB032f90AC7b15fE11D40CCC4314,0x6626593C237f530D15aE9980A95ef938Ac15c35c,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15660062,7500862268573644654773062,7500864317051541034563062,2048477896379790000,0xEa82A6482Bb7Ea76114255E74d78fB9B345f25Da,0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15660069,7500864317051541034563062,7500862268573644654773062,-2048477896379790000,0xEa82A6482Bb7Ea76114255E74d78fB9B345f25Da,0x683a4F9915D6216f73d6Df50151725036bD26C02,0xa6e8772af29b29B9202a073f8E36f447689BEef6,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15681258,7500862268573644654773062,7500863694968414267512770,1426394769612739708,0x63Da608FdF72D2006214D5Ee25F1A51fAD13922E,0x63Da608FdF72D2006214D5Ee25F1A51fAD13922E,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,15805919,7500863694968414267512770,7500862268573644654773062,-1426394769612739708,0x63Da608FdF72D2006214D5Ee25F1A51fAD13922E,0x683a4F9915D6216f73d6Df50151725036bD26C02,0x63Da608FdF72D2006214D5Ee25F1A51fAD13922E,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,16703212,7500862268573644654773062,7500862488442161220482091,219868516565709029,0xfaFB1fCf2252A1836cB09cd5027aBd42aFfccAF4,0xfaFB1fCf2252A1836cB09cd5027aBd42aFfccAF4,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,16703922,7500862488442161220482091,7500893856782161220482091,31368340000000000000,0x744e827aB69B0DB3A559198EfB7d2eFEE0868173,0x744e827aB69B0DB3A559198EfB7d2eFEE0868173,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,16710819,7500893856782161220482091,7502126078617827440179945,1232221835666219697854,0x7AF3EDC58487baD40A21b93D90f14453282d8Df3,0x7AF3EDC58487baD40A21b93D90f14453282d8Df3,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,16761729,7502126078617827440179945,7500893856782161220482091,-1232221835666219697854,0x7AF3EDC58487baD40A21b93D90f14453282d8Df3,0x683a4F9915D6216f73d6Df50151725036bD26C02,0x7AF3EDC58487baD40A21b93D90f14453282d8Df3,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,16950895,7500893856782161220482091,7500895099782161220482091,1243000000000000000,0xCc58Cf4d3E07F4495D34aeFC65e03947644F67f3,0xCc58Cf4d3E07F4495D34aeFC65e03947644F67f3,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
0x683a4F9915D6216f73d6Df50151725036bD26C02,7500896605182161220482091,0,17033342,7500895099782161220482091,7500896605182161220482091,1505400000000000000,0xfc05C068187E230802114cC082765354c349c0b6,0x0000000000000000000000000000000000000000,0x683a4F9915D6216f73d6Df50151725036bD26C02,,
