address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,15088148,0,5396211789966656964128,5396211789966656964128,0x0398eFb85459a3e33A67771e815E3d9B65Bd97E7,0x0000000000000000000000000000000000000000,0x553F674dD7D102ad79C644103974a1cc53b62Ac2,,
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,15135331,5396211789966656964128,0,-5396211789966656964128,,,,0x0398eFb85459a3e33A67771e815E3d9B65Bd97E7,0x8888882f8f843896699869179fB6E4f7e3B58888
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,15167640,0,144852416140000000000,144852416140000000000,0xcf0de9100187325d2dA34ABB5556C361CFCCf4bF,0x0000000000000000000000000000000000000000,0x553F674dD7D102ad79C644103974a1cc53b62Ac2,,
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,15323863,144852416140000000000,2500144852416140000000000,2500000000000000000000000,0x8608343b7987d903BB720d9425a8Be54De48f1d3,0x49038550D1500C604da1d89B2D7390bc37B43A24,0x553F674dD7D102ad79C644103974a1cc53b62Ac2,,
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,15397441,2500144852416140000000000,2500000000000000000000000,-144852416140000000000,,,,0xcf0de9100187325d2dA34ABB5556C361CFCCf4bF,0x37CE4cb9C93ddeF28c66F40F6F0BfBDE5D46c8A0
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,15933074,2500000000000000000000000,2505422057561878991214639,5422057561878991214639,,,,0x8888882f8f843896699869179fB6E4f7e3B58888,0x0398eFb85459a3e33A67771e815E3d9B65Bd97E7
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,15933103,2505422057561878991214639,2500000000000000000000000,-5422057561878991214639,,,,0x0398eFb85459a3e33A67771e815E3d9B65Bd97E7,0xF021F084477242fE6835c67234B4345de4Db19E1
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,16094775,2500000000000000000000000,2500001258497809044946176,1258497809044946176,0x0596754a3A5d84C2D338B997892c992AbFF195fC,0x0000000000000000000000000000000000000000,0x553F674dD7D102ad79C644103974a1cc53b62Ac2,,
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,16095573,2500001258497809044946176,2500002468497809044946176,1210000000000000000,0x12951A31d323b80c1EAAc264aD481c901090f13E,0x12951A31d323b80c1EAAc264aD481c901090f13E,0x553F674dD7D102ad79C644103974a1cc53b62Ac2,,
0x553F674dD7D102ad79C644103974a1cc53b62Ac2,5000182739152470773507642,0,16098856,2500002468497809044946176,2500001210000000000000000,-1258497809044946176,0x0596754a3A5d84C2D338B997892c992AbFF195fC,0x553F674dD7D102ad79C644103974a1cc53b62Ac2,0x0596754a3A5d84C2D338B997892c992AbFF195fC,,
