address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12149429,0,2781790773546370112694,2781790773546370112694,0x8688a84fcFD84d8F78020d0fc0b35987cC58911f,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12149649,2781790773546370112694,3181790773546370112694,400000000000000000000,0x9e21366FCE4b248c0c17582ccfdFE45e3E9CC6a3,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12149650,3181790773546370112694,3581790773546370112694,400000000000000000000,0x7Eb84E42059F0D44269C50f4D3A280Fd307a6824,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12149736,3581790773546370112694,3939765540957336332404,357974767410966219710,0x0062Fb72D128699A70afDAD4b7bafb2Cde128913,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12150317,3939765540957336332404,803939765540957336332404,800000000000000000000000,0xEB3B9F824c8551A58a427aeaAa1044866bB5e28e,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12150457,803939765540957336332404,806125723149289269522897,2185957608331933190493,0x90f07eDaB54C9e1982C60415E230C09C6fF8f054,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12152086,806125723149289269522897,806172407811129756215120,46684661840486692223,0x66AB00Caf59f5392C8fD3737d192558442d2C68F,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12154822,806172407811129756215120,806572407811129756215120,400000000000000000000,0x621351604E300f3F4990aafCc17d0bB23F98Ff6E,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12159976,806572407811129756215120,807771407811129756215120,1199000000000000000000,0x165899365888c81acc63D762c1E0dE07aF5627c0,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,5576772804342220819293302,0,12161961,807771407811129756215120,5807771407811129756215120,5000000000000000000000000,0xBB0DD3B2745fA1219ea5a305BCbA8467fFc33133,0x0000000000000000000000000000000000000000,0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,,
