address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11461026,0,400000000000000000000,400000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11461540,400000000000000000000,1000400000000000000000000,1000000000000000000000000,0xf54b90A4a529Ee43d924D5131c09c760a5cb129c,0xb1B9FB868d8D0dcDD36eC1913F68392085028Aec,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11465946,1000400000000000000000000,1000403972555000000000000,3972555000000000000,0x8dcb5940236F10f88364e16E67F512275706e4a4,0x8dcb5940236F10f88364e16E67F512275706e4a4,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11467271,1000403972555000000000000,1000407972555000000000000,4000000000000000000,0x8e1f13A08012F34dc8750eE34B78e90B5616f194,0x0000000000000000000000000000000000000000,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11467373,1000407972555000000000000,1003341506881353341996462,2933534326353341996462,0x6D6215ae48B29E4C06078bA7Dc9658FDB5974F7C,0x0000000000000000000000000000000000000000,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11473658,1003341506881353341996462,10003341506881353341996462,9000000000000000000000000,0x177Df24aDDC9a216f927D2A894aB0b6EeC59Eb09,0x0000000000000000000000000000000000000000,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11474909,10003341506881353341996462,10003350313865983341996462,8806984630000000000,0x60BB4B0bC48B54eFA1a3dbaD66e45888e458bfB0,0x60BB4B0bC48B54eFA1a3dbaD66e45888e458bfB0,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11480486,10003350313865983341996462,10003346313865983341996462,-4000000000000000000,0x8e1f13A08012F34dc8750eE34B78e90B5616f194,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,0x8e1f13A08012F34dc8750eE34B78e90B5616f194,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11481119,10003346313865983341996462,10003338513865983341996462,-7800000000000000000,,,,0x60BB4B0bC48B54eFA1a3dbaD66e45888e458bfB0,0x469F537D4FCd29Fd7B90A85277f249fcC6F900fD
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11488623,10003338513865983341996462,10003738513865983341996462,400000000000000000000,0x8AF6035426E6dfA55c87f32b09661668A36b6B6e,0x8AF6035426E6dfA55c87f32b09661668A36b6B6e,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11494996,10003738513865983341996462,10003943515926217697000352,205002060234355003890,0x7BD121dC760A7D746a86A73Fdd81D0650eCf4b26,0x7BD121dC760A7D746a86A73Fdd81D0650eCf4b26,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11556865,10003943515926217697000352,10001943515926217697000352,-2000000000000000000000,,,,0x6D6215ae48B29E4C06078bA7Dc9658FDB5974F7C,0xd3d2E2692501A5c9Ca623199D38826e513033a17
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11562598,10001943515926217697000352,10001009981599864355003890,-933534326353341996462,,,,0x6D6215ae48B29E4C06078bA7Dc9658FDB5974F7C,0xd3d2E2692501A5c9Ca623199D38826e513033a17
0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,9000038861407677656385080,0,11636102,10001009981599864355003890,10001007961599864355003890,-2020000000000000000,,,,0xf54b90A4a529Ee43d924D5131c09c760a5cb129c,0x36807b59883ffD46B40046D05c8acE6cD8AeCf25
