address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11095360,0,5000000000000000000000000,5000000000000000000000000,0x67b32857b2737EaEB372E61B9bCbDeB694BD7391,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,0x33EAD8E168c54a3e3bAb3cf109F69E906351DB35,0x3F44a6437CaEFCF729b556ad938834De681166aB
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11096031,5000000000000000000000000,5000000022169444887826505,22169444887826505,0x06f8F66648Cac8bD39E9ccE036094ef4Dd1b504b,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11096414,5000000022169444887826505,5100000022169444887826505,100000000000000000000000,0x3a5bbA7d41860A86997F4B712e22988fac796103,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11120880,5100000022169444887826505,5100400022169444887826505,400000000000000000000,0x443E3948C38C1Bb07A2d6F028ED052a922581d5b,0x1994b59E02Cd0d09D839b03660C205e88a929b81,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11128965,5100400022169444887826505,5100000022169444887826505,-400000000000000000000,0x443E3948C38C1Bb07A2d6F028ED052a922581d5b,0x88FB3D509fC49B515BFEb04e23f53ba339563981,0x443E3948C38C1Bb07A2d6F028ED052a922581d5b,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11246343,5100000022169444887826505,5100000996597763204418066,974428318316591561,0xd9a397f2786ec638f9EEEeDe1aecB2331440C41d,0x2D407dDb06311396fE14D4b49da5F0471447d45C,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11246668,5100000996597763204418066,5119794389819642758512329,19793393221879554094263,0x8d376C5ffbeB3fD49eEA7B6447df493CEd1c18AF,0x8d376C5ffbeB3fD49eEA7B6447df493CEd1c18AF,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11247036,5119794389819642758512329,5121500206685102369900502,1705816865459611388173,0xa6584b95EA4E9018b1F377dad99448EC478a150f,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11247205,5121500206685102369900502,5122500206685102368984424,999999999999999083922,0xD19604eFb40EcE1EFD6Df5DE6D3892112B51e99a,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11247228,5122500206685102368984424,5123033457508348950098872,533250823246581114448,0x80fd52C87c2b83184cEC2A771eaA0ebA8dd06c93,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11247421,5123033457508348950098872,5127948604377094104048873,4915146868745153950001,0x813Ff9D783f3d8DAfd9c7E64927EB0cA52bF11C8,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11247588,5127948604377094104048873,5128260831996623619081805,312227619529515032932,0x23C0954C4b997c58A1544717dE90C8E174eA194c,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11247830,5128260831996623619081805,5129137355095623619081805,876523099000000000000,0x1d5E0b1eE92eCd6622b5B973BCc350b75ac63B06,0x0000000000000000000000000000000000000000,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
0x88FB3D509fC49B515BFEb04e23f53ba339563981,5755645407074611693943684,0,11247975,5129137355095623619081805,5135936353159623619081805,6798998064000000000000,0xf75200b7684A120fBa433145609112616749C082,0xf75200b7684A120fBa433145609112616749C082,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,
