address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,11451451,0,400000000000000000000,400000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,11461026,400000000000000000000,0,-400000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,0x76f54Eeb0D33a2A2c5CCb72FE12542A56f35d67C,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,11473160,0,2500000000000000000000000,2500000000000000000000000,0x1C529b0d0D3c559C7c8788Ae6645BDaBbBE2D169,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,11975922,2500000000000000000000000,7500000000000000000000000,5000000000000000000000000,0x89707BBfddAB8F1539720eD9DEcC853fFe71eC2b,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,11979727,7500000000000000000000000,5000000000000000000000000,-2500000000000000000000000,,,,0xeF8537788604f0bb10B51F8e44eef893cDFfd86A,0xae7559CcD15208C622E8313BBf650F395FC051c2
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,12161961,5000000000000000000000000,10000000049940000000000000,5000000049940000000000000,0x5624eD8A6c7eb91CBa94a02Eeb2d1c24Dec6732d,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,12305443,10000000049940000000000000,10000500049940000000000000,500000000000000000000,0x4855EA3738b30192e86D52cA9a3Ce4030C3DE794,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,12485027,10000500049940000000000000,10000501149390000000000000,1099450000000000000,,,,0x88ad09518695c6c3712AC10a214bE5109a655671,0x0EEEfF44E8F65Db5Cc841E3A3d591499B74f85e6
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,12519853,10000501149390000000000000,10250501149390000000000000,250000000000000000000000,0xb05dd2c38a9170D16291A1Fe7fC8F05634420e33,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,12694466,10250501149390000000000000,10250001149390000000000000,-500000000000000000000,,,,0x4855EA3738b30192e86D52cA9a3Ce4030C3DE794,0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,12735321,10250001149390000000000000,10250000149390000002080000,-999999999997920000,,,,0xbd6a40Bb904aEa5a49c59050B5395f7484A4203d,0xA4fc358455Febe425536fd1878bE67FfDBDEC59a
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,13096633,10250000149390000002080000,8150000149390000002080000,-2100000000000000000000000,,,,0x5624eD8A6c7eb91CBa94a02Eeb2d1c24Dec6732d,0x2fD0eB27494d7A336574919fc670c05ADbf65c80
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,14122664,8150000149390000002080000,7900000149390000002080000,-250000000000000000000000,0xb05dd2c38a9170D16291A1Fe7fC8F05634420e33,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,0xb05dd2c38a9170D16291A1Fe7fC8F05634420e33,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,15838866,7900000149390000002080000,7900001639390000002080000,1490000000000000000,0x9325564ADe7683706107685Cf1993678B1163261,0x9325564ADe7683706107685Cf1993678B1163261,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,15946542,7900001639390000002080000,7900003639390000002080000,2000000000000000000,0x5564E4Fbd35F37D889973eB1AF427A6a555e8ebC,0x5564E4Fbd35F37D889973eB1AF427A6a555e8ebC,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,16841297,7900003639390000002080000,7900020545560750002080000,16906170750000000000,0x554b49AcFE4Bc6Ad17528Fe7D52b4A8288B940cb,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,7900020702994510444051940,0,17015777,7900020545560750002080000,7900020702994510444051940,157433760441971940,0x86e1aB5Ec6822D3178450Dc1cF45D954697Dbe50,0x0000000000000000000000000000000000000000,0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1,,
