address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,13636291,0,2500000000000000000000000,2500000000000000000000000,0x67a93A3e126afD52ca06bf3b9bE722820c9ADfC9,0x0000000000000000000000000000000000000000,0xb55a948763e0d386b6dEfcD8070a522216AE42b1,0xB045FA6893B26807298E93377Cbb92d7f37B19eB,0x67a93A3e126afD52ca06bf3b9bE722820c9ADfC9
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,14399939,2500000000000000000000000,2500500000000000000000000,500000000000000000000,0xd9B9B339F8f4D1488fed295967AF72E3cd4Ec530,0xd9B9B339F8f4D1488fed295967AF72E3cd4Ec530,0xb55a948763e0d386b6dEfcD8070a522216AE42b1,,
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,14500989,2500500000000000000000000,2928969011962165909368065,428469011962165909368065,0x3744DA57184575064838BBc87A0FC791F5E39eA2,0x0000000000000000000000000000000000000000,0xb55a948763e0d386b6dEfcD8070a522216AE42b1,,
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,14547676,2928969011962165909368065,3408751741452025909368065,479782729489860000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,14788299,3408751741452025909368065,4471830446278345909368065,1063078704826320000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15182832,4471830446278345909368065,4471330446278345909368065,-500000000000000000000,,,,0xd9B9B339F8f4D1488fed295967AF72E3cd4Ec530,0xd3d2E2692501A5c9Ca623199D38826e513033a17
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15455312,4471330446278345909368065,4492335994461205909368065,21005548182860000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15457760,4492335994461205909368065,4492366075300977791095288,30080839771881727223,0x6aCf739aAF428aafAe72029041A882B6c39bBae7,0x0000000000000000000000000000000000000000,0xb55a948763e0d386b6dEfcD8070a522216AE42b1,,
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15497557,4492366075300977791095288,4515036630884237791095288,22670555583260000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15541196,4515036630884237791095288,4536434872983387791095288,21398242099150000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15573160,4536434872983387791095288,4536414872983387791095288,-20000000000000000000,,,,0x6aCf739aAF428aafAe72029041A882B6c39bBae7,0x28A777bEe2C331175D223E1C6fDefC7B798558AF
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15591598,4536414872983387791095288,4566233789901567791095288,29818916918180000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15642364,4566233789901567791095288,4585234953623667791095288,19001163722100000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15692121,4585234953623667791095288,4602901928077347791095288,17666974453680000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15693983,4602901928077347791095288,4602906928077347791095288,5000000000000000000,0xc1a69F906Ce4366C0C77e0219b3132FeA0969231,0xc1a69F906Ce4366C0C77e0219b3132FeA0969231,0xb55a948763e0d386b6dEfcD8070a522216AE42b1,,
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15742768,4602906928077347791095288,4624779989048577791095288,21873060971230000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15798663,4624779989048577791095288,4624774989048577791095288,-5000000000000000000,0xc1a69F906Ce4366C0C77e0219b3132FeA0969231,0xb55a948763e0d386b6dEfcD8070a522216AE42b1,0xc1a69F906Ce4366C0C77e0219b3132FeA0969231,,
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15806020,4624774989048577791095288,4643472017491927791095288,18697028443350000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15846676,4643472017491927791095288,4661471071697757791095288,17999054205830000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
0xb55a948763e0d386b6dEfcD8070a522216AE42b1,5056166090316272791095288,0,15890661,4661471071697757791095288,4677938681463487791095288,16467609765730000000000,,,,0xd52055A39a3d2f7505C739f981f296Ea31B50191,0x3744DA57184575064838BBc87A0FC791F5E39eA2
