address,votingPower,tokensOwned
0x2360d331A8d59aC079bCB516DE782d3906a7E950,925168869610376602,925168869610376602
0xe19e26beCff917f057Ebb35217fdF4ab3252DFFe,925000000000000000,925000000000000000
0x89EaE6139F532dc8476ABE349e1c51eA23e4D280,923806673848517826,923806673848517826
0x9534264170b90860b1500C85D6eD2365e9B79d53,923439742226610015,923439742226610015
0x268a6E91Fca059e6c30EBC7c5317254afE6cf93a,923368260610147078,923368260610147078
0x94EE763F9930Ea718b9C131C58f20f227dC52795,922361260000000000,922361260000000000
0xff02eFd6B79c46f066FF6c94596174BdB942f7Dd,920821012906301382,920821012906301382
0xaFb9d7Fa614DD77CD9D212bb0596982c850A5085,920674270850909820,920674270850909820
0x17E674A8cEb2D36edd5ff54D368F0c28a0a210B5,920110000000000000,920110000000000000
0x183C5edd60A7CA35b2D8Ae6C7E1F513114B8123B,918001027496723600,918001027496723600
0x79ebf72E744802f0af5D17ddE252c453B1fBE92B,918000000000000000,918000000000000000
0x33ef89d1E9333F7b0e84bb9B69974F43704eac23,916588807196585900,916588807196585900
0xc8c090BE0CF73A1F9b6f66782fd385a37515C7B5,910000000000000000,910000000000000000
0xe3f340b9a482bbb4c4eE519d6DA90a70A6E973E2,910000000000000000,910000000000000000
0xd88C972516714C6cb182c08cC4116dd3d5056f86,909721469037083800,909721469037083800
0xA52715A5cc5EFaD1be64865195d2eA39C7d98E7f,908914808299829648,908914808299829648
0x6B987aafa48C3b38022F79e553F038f6d048Cf2D,908310000000000000,908310000000000000
0xef5C678dc3170E7a49d22DE88C4d8B3e904d5b9B,907134726753407700,907134726753407700
0x3871874078879120BD30e6a92ee5b1eD8a9C05a2,906922745071712648,906922745071712648
0x1C0Ed538b74D7861E8606e4DB92EC98cf8f49953,904999996485016463,904999996485016463
0x2385202C54197c5A5D007C55311C050adf9a9dc8,904295369962443299,904295369962443299
0x4b4FeAFf6e426B73331B542cCdD54Af2ea83e37e,900164455670967577,900164455670967577
0x52F82B262F370CcA157D3208Ffa8a9116f714D4E,900000000000000000,900000000000000000
0x6a2E837F42741A482f765547b295FF5DffA0A02a,900000000000000000,900000000000000000
0x5c73f530681AA4Dabf69fF3348D8ca4067e03ceA,900000000000000000,900000000000000000
0x49F65fe360a0aEE3fF2c5Fe7eA4F154D48095853,900000000000000000,900000000000000000
0x4455839f9ca54e48802BD81C17a7493e5d8b4BF2,900000000000000000,900000000000000000
0x64c6AC491527A44BC45858F2811158936FB8044d,900000000000000000,900000000000000000
0x593034E88aDEf8b769A39f06dEF91c0eD82730D2,900000000000000000,900000000000000000
0x422F46480791EC05DBB7F81bA56C2C8EbE12aF7e,900000000000000000,900000000000000000
0x8029C4C55aFD6f0E93ec080c5041e7E62e21bCEb,900000000000000000,900000000000000000
0x57F508F6c261E7AF71b1949900c9c8b0b2AA41E6,900000000000000000,900000000000000000
0xF09e84f6a7ddAE4f182dD29C5E55d5Ffe3dD62dE,900000000000000000,900000000000000000
0xE5831bb4D1469f26ca699eb594602BAb7e94d18D,900000000000000000,900000000000000000
0xceb2631726fa46cca34804f40aD80cb6934Cbe67,900000000000000000,900000000000000000
0xe5Cf9F352cB31b1277eEf6EbD02B5CbbCee4da90,900000000000000000,900000000000000000
0xE7E7f494c2A79376f25DEB4802231574cc256bb7,900000000000000000,900000000000000000
0xE85087764ef1Ae96E81c0eef094cee62E3fBC121,900000000000000000,900000000000000000
0xcd70b1D62467F3820f950588838D0a53c19e8486,900000000000000000,900000000000000000
0xE3B5993160feD0bcd133ae370231d9bf7DEfEC3b,900000000000000000,900000000000000000
0x9461102D08FC0a0DFAD9eF8e699ff0dEeee9333B,900000000000000000,900000000000000000
0x85c05B99e725f0F679d2549C2B6efc3b00BadbC7,900000000000000000,900000000000000000
0xaf23eE86a9E61051f3c3d0485c86066F68a0702e,900000000000000000,900000000000000000
0x9Ea14cdffc5387686d47b45238BA7a7EB45A955a,900000000000000000,900000000000000000
0xbD29123a8c138671E90Ba9e07183bBA9247E1927,900000000000000000,900000000000000000
0xC08056eF75e681e30fBd6D8727b275477fA7718e,900000000000000000,900000000000000000
0x8Bf6838252b9AE7C9d89c8885D2Cac245682B96b,900000000000000000,900000000000000000
0x827027AC9C4ca86950966d3b78C37dE1529Cb75e,900000000000000000,900000000000000000
0xa7De585a14312e50056B921aB9b16D67FEA8d865,900000000000000000,900000000000000000
0xb889cE7B7fAA6faAA09704BcD232493044505727,900000000000000000,900000000000000000
0x37909785fE353364FCc29CA02C6A728570bF4D88,900000000000000000,900000000000000000
0x0060f6Ac85690859C4b658eb09657Aa2B7aDf5B1,900000000000000000,900000000000000000
0x3C1C7b6EC9ff7958A98181dEe3aB9738Ced62A8A,900000000000000000,900000000000000000
0x09230C437666275687669d30dfC43Ba21a70efFd,900000000000000000,900000000000000000
0x326b7C514AE70DcA2D32F6A421C7772b13C74e97,900000000000000000,900000000000000000
0x39B82377235eb189d07B5478835e7a2011b125d1,900000000000000000,900000000000000000
0x33f84D926Dd488c830e97550E653b56792b6fCe3,900000000000000000,900000000000000000
0x2e7C71776403cbef3433Df067251D8D164cE2107,900000000000000000,900000000000000000
0x26975533aB856bFc7D07F6232f6DE863A8dBCcb9,900000000000000000,900000000000000000
0x24bb8BBa7f794b1917C487Ba5Ac4741A0B5B2f85,900000000000000000,900000000000000000
0x130f8dee5a5D7C8a8d56a463444f14B3318a38BC,900000000000000000,900000000000000000
0x3b5362CEB3C417148bBEc31C7927C65FF7987326,900000000000000000,900000000000000000
0x2F634cF142ABe3E64187755359467B160eb6F51B,900000000000000000,900000000000000000
0xe4325125D5799b94CF7Ec98488945714108732EC,898000000000000000,898000000000000000
0x4524fb3F31740f00085686CEe5228f149f760259,897480576029367907,897480576029367907
0xf90c2322Fd1137465af07Da9FeFbe083D6D75239,897035538809344512,897035538809344512
0x295d09471524e435eb88537344034348636568Bb,895960778656683100,895960778656683100
0xdF26eFF3301e2eaba05c357c70b7D174965B4eC5,894885576353621115,894885576353621115
0x2908FAa1cEe0a6166826dD7cd549189Ae2f4b21c,894741736104648921,894741736104648921
0xFfF7830F9DDB9D48d9e213354c92604Ef7e1298b,894585480122373932,894585480122373932
0x07b576b1142CCcA051C62f70858b7f8353af85c8,893428574535382801,893428574535382801
0x5F7842AbC1db2bB9184238772446fFbe9bf59af8,892800749472670500,892800749472670500
0xe834f3827C8e9E0c10e118D752DD8832973aD818,890593343901639602,890593343901639602
0xF61d9810C2d045A1d73bD63e50DC246EbDe62B79,890000000000000094,890000000000000094
0x5dF1D7fA410769E9dABcFb83a5c4aEb67466C25E,890000000000000000,890000000000000000
0x9233077Cec1bb077731F1592352B09D2e91d7Bc3,890000000000000000,890000000000000000
0xdb4084237cC26F849a067e30BEc92Eef939d7378,888783138064805782,888783138064805782
0x42b14C187D45e53f4F2ab4830231abE0C97b2EbF,888775441109099787,888775441109099787
0x1cae141EC4f5beCD042D8Df35e397b00C26e0E8A,888540851887332455,888540851887332455
0x72938242CB7D4d305b33138c2F7B6387aFD28E82,887537276670072750,887537276670072750
0x205f12866dEa6EFB18fC2f62F1C59a59C4755EDE,886729166682918977,886729166682918977
0xecDdDa4c442680eF538C77e0Ce939b526f9f6a88,886455790461909800,886455790461909800
0xBC8Ac43c9255f5DaAb3442cAC400F4e36CE43075,884111986841903397,884111986841903397
0xb5873bad2347B572eAa4Dd3F3338DC2dE3444B2B,883765018511246109,883765018511246109
0x25c23B0f9af79bB06f6Ab5C05894D64B3F8352F7,883657749213534934,883657749213534934
0x77F869FAf5170465389f01e9381f7F6cC5B9b11A,882457348239015153,882457348239015153
0x1E3f7Bb4026E4683789a1CDef7Dc826965319F7F,882117324906803754,882117324906803754
0x995789D280DB285903e7f2D15ba86A39F2C84bb3,881884593856553949,881884593856553949
0x165d9194635BBe941A161F532c0016cA193a3C25,880893720047048515,880893720047048515
0x423c6116e652EAC1E6a4258cBA45894a268c4016,880004307445450271,880004307445450271
0x49b0d29492bfDF6CF8a19EE0C13dd636c914C055,880000000000000000,880000000000000000
0x7970EEe3F584F0915ab40B6e941760bE079FE5D4,880000000000000000,880000000000000000
0x3b54DaAA6C2470F2788Cc69102ebC065ef056a94,880000000000000000,880000000000000000
0x3308014B88Daa81C469f7c1aEFfeeA79c6C3Bc9E,880000000000000000,880000000000000000
0x8256c826DBaEcFb518BF6304605C8233ED120F64,880000000000000000,880000000000000000
0x6c51eAd5552443d5701D7f9FE0cC71aab3527910,878800000000000000,878800000000000000
0x0EB6b84A24060AA3DA31CD0D936A29dDCC9EF223,878774609164408482,878774609164408482
0x1F172F66730d2Ef5cAe06EDe52f2C0c26055Ba56,878480000103274784,878480000103274784
0x9b6125D9E58349B59e3a76cF438A0B749F63eE07,878127093599013917,878127093599013917
0xCAb12EcB5cA579b78FEbE25E91E8C5253DFa5B6e,877779620000000000,877779620000000000
