address,votingPower,tokensOwned
0xCa9e2DEBDC95E8eA9E02f9567600387ac87456Ca,9504730921016565,9504730921016565
0x484d30b10e1c4E23E866Bc8cA82519341f8Ef266,9480264277412608,9480264277412608
0x28D3c8F2807E363c1F02Ff55808f557076743DDd,9100000000000000,9100000000000000
0x3e2c53b0166dC1af3092bd4b12fE65FFc3B3b71B,9000000000000021,9000000000000021
0x243bc26b55420b27C649b44BcB7f5144ca9C0749,9000000000000000,9000000000000000
0x6c807dAc89f16d53292Ca7F9b25b9e35feD9B59a,9000000000000000,9000000000000000
0x5E67274e63D357217E8c72B3daeeD564Be0c72C3,9000000000000000,9000000000000000
0xb3ec61d3904BE2F95EFec7b045Cd3702AFE26a6b,9000000000000000,9000000000000000
0xAdBfE7a581EBD04F330585a465C7A672b7258F6c,9000000000000000,9000000000000000
0xf1085A831001D63813570d1a3dac726554ccA3B0,8972167513265628,8972167513265628
0xF38f64c02D86c1307708a3711930C1B7502ce6a5,8800000000000000,8800000000000000
0xFEFC8E153faAd97bB9946D8660B57E1E7792CdDC,8800000000000000,8800000000000000
0x23bEA4e88B7e52718713b9E327B5dd8821cF8840,8787964293477939,8787964293477939
0x92e5d84E70FcEBBEd9aA7C683c58F2e8172c28F0,8780000000000000,8780000000000000
0x08B355510db1D45AFfE7f6FA342EFCbff5053667,8700000000000000,8700000000000000
0xAFAebf7B99207309ead303BcaDb9674fB5925278,8600000000000000,8600000000000000
0xFe7f05D509DCAB3FB499a729b4573B6eE93D56FF,8600000000000000,8600000000000000
0x64D2899cfAf4cBFcf6F621fC8676beC00B07815d,8600000000000000,8600000000000000
0xf3E9b5Ae9f4096EDE0f6fa92147d11F5d2A7fd3f,8580957466711259,8580957466711259
0x0A4AFE67FF9f0B461e219C0B28BCD0fC7E28409e,8567388056058543,8567388056058543
0x32BDFe3b017d856F5a36e25a6e973cda318a9278,8506576503395369,8506576503395369
0x8a0F6d3635156dE0eF4f7c711F48C9d8dB2a3cF5,8500000000000000,8500000000000000
0x762b4aB279E767826661BF01A7cDA5b3E5E3533A,8500000000000000,8500000000000000
