address,votingPower,tokensOwned
0xE08fe483eEa7CeD0c9B64f79819D3a48dc70d06C,100398700000000000,100398700000000000
0xEF2eD8F4C92Fb05B398e4e9A645a9F038D92a411,100342700000000000,100342700000000000
0xE6F61AAe392AB86D002bbc12300730a5D57a6877,100298700000000000,100298700000000000
0x5CD8EeACD97B0efC0F4358a79131Cb989D0359E2,100298700000000000,100298700000000000
0x77215961f7dE9B8d0c5D417d2590543340FB7696,100298700000000000,100298700000000000
0x24c929711297ed717305231290059c3d3e1a0B01,100201380524007552,100201380524007552
0xbE59020917ed7D2F6C47eeB964E500C63fBAdcb0,100185554069834272,100185554069834272
0xb6399a1076a3754c0015Fd6b3cd29906eC47f353,100179323390348018,100179323390348018
0xfAD6eeCBE7a388963A71a09BbDb46e3fe35F87eb,100115320000000000,100115320000000000
0xe0e9697e5168b08DC9f97E6213a9976f1e2A7aEF,100100000000000000,100100000000000000
0x5EA5DCbd70e400E11d19744bDA24C3F75763b540,100100000000000000,100100000000000000
0x91aB25c1D5717e6bf3F4DC54562de8D9706F1950,100100000000000000,100100000000000000
0xaE9F9D109EBd08276FCdA02234E89110fe996809,100099753254112337,100099753254112337
0xB5cf696F99631FD713386873155308d4E998A9eb,100098700000000000,100098700000000000
0x97A0962c5417EcCe4192E9D54Fd5838F74e85154,100098700000000000,100098700000000000
0x33b43b3197DDEe13832985A0F16A8A75EF43aF63,100097200000000000,100097200000000000
0xd32B0a3D760fd00d9fe44DC7793A5FE3c028159A,100090000000000061,100090000000000061
0xDF4b9Af98AB69d581013b3d86d59A195f9714AE1,100076500000000000,100076500000000000
0x0af34B996d21c2e6455c8896A7a6674f6C233bc1,100055260000133328,100055260000133328
0xeD4619Dd449f1bC6BBe050abE5c7e08ddA51448A,100045536155059022,100045536155059022
0xA81500b04FCE8C2Bd27C1b57811C49b1b37feEE5,100044452524388744,100044452524388744
0x9f6C56B9c1944D89CFd5498Ef7e79782439e0887,100032624174174143,100032624174174143
0x5e38CDf6ADa554F7be2C3807c07F05f068fe4fdb,100028700000000000,100028700000000000
0x2a0e8A9FF73Cbca6b047B5B5144d955e5E2e73a5,100009514114456820,100009514114456820
0xd2F7Bb62504FBe33e3038bf2fefAEaB42bad88B3,100009484390249900,100009484390249900
0x5afa09aD4cDB278dbae2fc3B16d29b37F86F8A89,100008862576567800,100008862576567800
0x879864CED5139841dB75276df4B9F87311C44407,100008700000000000,100008700000000000
0x82584A2e294fC67C390f059227490DA7390dF331,100008013814403600,100008013814403600
0xF9868b3960348194371B8cA4Fe87Ca7DE95e40b6,100004965133920800,100004965133920800
0x113406A66A9C41B9899f9BF08C39931cD7437aC3,100004886360134000,100004886360134000
