address,votingPower,tokensOwned
0x506adE0A94949dB63047346D3796A01C09384198,1252948512708983468,1252948512708983468
0x7093773263BEf4D7ED327f9D2104177bdbfCF7b8,1252852644405718370,1252852644405718370
0x7Cb38495E166d04d9B02E83De75bde9515839500,1251778137574523170,1251778137574523170
0x053CD8b1c0b52fFe500807739E79Cd5eFE4eb00d,1251754259571860577,1251754259571860577
0x396Df919D3F8629527631f5BEcCA5876682a5662,1251200000000000000,1251200000000000000
0x0Bd8Cd956aC249AB5E9CdccE531763489F4af4d6,1251120645177113027,1251120645177113027
0xBD78826dEf1A8B4752381c26E9fc0abc601B2441,1251000000000000000,1251000000000000000
0x389D2fac9a86a1dD825E4bd0f81313D3a9B6AE13,1250821844895694179,1250821844895694179
0xa495893ceB72AE222D1e34d2Dc1872B83c47D5fA,1250125000000000068,1250125000000000068
0xa4aB9abb1cB817A483303367DA667C5aA49Bc0f9,1250000000000000000,1250000000000000000
0x91dc6b4464BF658965437b4D28A22626202D7493,1250000000000000000,1250000000000000000
0xa8f25b5Bf454503028Feff3DD06504AEf2157AAA,1250000000000000000,1250000000000000000
0xa18b7F6e8b97C625D38ad41632AaF72b24ACe637,1250000000000000000,1250000000000000000
0x7e79334E893387502d393E9C82497A74A792C7a8,1250000000000000000,1250000000000000000
0x4e8Ef8cF0a0790d6876E14C44299750658ae55eE,1250000000000000000,1250000000000000000
0x7Fc302a3CaB6eEfD18930D585E6BB2F7CDA13F4C,1250000000000000000,1250000000000000000
0x46897F6749F6fD4C0a326d9f7F59EEcf1D3FE256,1250000000000000000,1250000000000000000
0x429b777f55fFc4cd3E788E183b90F763e1865513,1250000000000000000,1250000000000000000
0x5fa70EAa1D47f5Fa6d8B4797Bd8024B09b0A4a5f,1250000000000000000,1250000000000000000
0x4EfD337c2A29032582e7d03AE022ACF9160d1B49,1250000000000000000,1250000000000000000
0x5dB56E11dBf722155f997cee675129f4d9fD4778,1250000000000000000,1250000000000000000
0x457e002FfF04f031792FB5630c1c5d4bD4Bc0B26,1250000000000000000,1250000000000000000
0x74cD6aBA9f9af9155F032a39e9b4028E02A3d389,1250000000000000000,1250000000000000000
0x6D85f95e11b1d981EBA572cd37df41F68A1697A5,1250000000000000000,1250000000000000000
0x78e364d7f024a1cf5a9351185DBC9d6cd9d35538,1250000000000000000,1250000000000000000
0xF523c8352720D53Fd5184c42AC9C80b980123368,1250000000000000000,1250000000000000000
0xfB22382833899D2f56efB7f90d8301d55FAf2F84,1250000000000000000,1250000000000000000
0xf14C7Bb007761e8F859d70a8ba166a1539fB3d1B,1250000000000000000,1250000000000000000
0xD3eac875f3dbA62dfaA1b18394d4DEeA866d6CA1,1250000000000000000,1250000000000000000
0xFa0C3a490Ee63edf277d15bF171997f3306d0520,1250000000000000000,1250000000000000000
0x1163d3FE1208c8e0B8a2Bc3B044fDE367C15767f,1250000000000000000,1250000000000000000
0x2D872391eA85487242DE2859352A6e7b660B45d8,1250000000000000000,1250000000000000000
0x04E6720771508f835765E95cDc0fF71cF31403bA,1250000000000000000,1250000000000000000
0x78bc62F20310252D960725a06f9541C94cd07bF8,1249779364992328532,1249779364992328532
0x78651Cc7497FF486B12817C30BAf005B229586Ed,1249598732958473013,1249598732958473013
0x53bBD67a67b3EDFd8961924aC6FC695e9834e800,1249458504611824368,1249458504611824368
0x11E38ebd85e817F589a87B44B318Cb5235165B78,1248715249171537161,1248715249171537161
0x34BC3DE3FFb1F46310b5fe55D61764ee9F50519D,1248032770428781582,1248032770428781582
0xd7601015712D148FaE32b3016177F49104b8696d,1247691344150731281,1247691344150731281
0x0015f91e93996d7E5979bF32391a8be59aadd606,1247172429399354389,1247172429399354389
0x027eDAB05FF1bd8645aaeEDa115Caf671D53611a,1246173300000000000,1246173300000000000
0xef8385C58bAe52858dB9486F1Fa3b149A2966145,1243651589718120855,1243651589718120855
0xe3D47315EE2Bd8Ce82361039BFb2DE13d032b53a,1243578308647970194,1243578308647970194
